,object_id,funding_round_code,raised_amount_usd,participants,a,angel,b,c,d,e,f,g,seed,time_since_founded
13402,c:66727,d,10300000,0,0,0,0,0,1,0,0,0,0,3305
8869,c:457,f,33000000,6,0,0,0,0,0,0,1,0,0,3305
11375,c:54061,a,5000000,1,1,0,0,0,0,0,0,0,0,3306
1800,c:4062,a,4500000,1,1,0,0,0,0,0,0,0,0,3309
7670,c:38825,b,11894260.33982300885,1,0,0,1,0,0,0,0,0,0,3311
25310,c:231360,seed,851242,0,0,0,0,0,0,0,0,0,1,3311
28142,c:44733,seed,1500000,0,0,0,0,0,0,0,0,0,1,3312
17456,c:100155,b,3250000,2,0,0,1,0,0,0,0,0,0,3312
2360,c:3955,e,22000000,0,0,0,0,0,0,1,0,0,0,3314
2861,c:565,f,80000000,4,0,0,0,0,0,0,1,0,0,3314
7740,c:39237,b,12000000,1,0,0,1,0,0,0,0,0,0,3314
8131,c:32763,c,28000000,4,0,0,0,1,0,0,0,0,0,3315
22267,c:60815,b,18500000,4,0,0,1,0,0,0,0,0,0,3315
4096,c:16283,d,12000000,5,0,0,0,0,1,0,0,0,0,3316
7451,c:37676,c,17000000,7,0,0,0,1,0,0,0,0,0,3317
8062,c:41264,b,5400000,3,0,0,1,0,0,0,0,0,0,3319
10971,c:51816,b,3900000,2,0,0,1,0,0,0,0,0,0,3321
13536,c:50644,b,48268414,8,0,0,1,0,0,0,0,0,0,3321
3905,c:6920,c,8000000,2,0,0,0,1,0,0,0,0,0,3321
13854,c:13,b,17000000,6,0,0,1,0,0,0,0,0,0,3323
22172,c:144467,d,14800000,0,0,0,0,0,1,0,0,0,0,3324
7488,c:37819,a,5000000,1,1,0,0,0,0,0,0,0,0,3325
17609,c:5700,b,8000000,1,0,0,1,0,0,0,0,0,0,3325
13570,c:47596,b,10000000,4,0,0,1,0,0,0,0,0,0,3325
28335,c:41005,b,14000000,4,0,0,1,0,0,0,0,0,0,3326
8163,c:3288,c,20000000,1,0,0,0,1,0,0,0,0,0,3328
25181,c:18082,e,3725153,0,0,0,0,0,0,1,0,0,0,3329
3880,c:17337,b,20000000,2,0,0,1,0,0,0,0,0,0,3329
2373,c:3203,seed,510000,1,0,0,0,0,0,0,0,0,1,3329
9187,c:42583,c,46500000,5,0,0,0,1,0,0,0,0,0,3329
17654,c:43591,c,21400000,7,0,0,0,1,0,0,0,0,0,3330
30896,c:195,f,50000000,9,0,0,0,0,0,0,1,0,0,3330
13623,c:29374,f,45000000,8,0,0,0,0,0,0,1,0,0,3331
3258,c:13175,a,3500000,1,1,0,0,0,0,0,0,0,0,3332
17688,c:15410,c,15000000,1,0,0,0,1,0,0,0,0,0,3332
29175,c:261067,seed,642789,0,0,0,0,0,0,0,0,0,1,3333
4214,c:18875,e,14400000,5,0,0,0,0,0,1,0,0,0,3336
4221,c:17284,f,3000000,0,0,0,0,0,0,0,1,0,0,3337
3793,c:15611,c,28000000,2,0,0,0,1,0,0,0,0,0,3337
24594,c:27392,a,1500000,3,1,0,0,0,0,0,0,0,0,3337
22469,c:25339,c,30000000,2,0,0,0,1,0,0,0,0,0,3339
22461,c:51316,b,9230200,2,0,0,1,0,0,0,0,0,0,3339
18569,c:17894,b,4500000,5,0,0,1,0,0,0,0,0,0,3340
22480,c:36717,f,10100000,0,0,0,0,0,0,0,1,0,0,3340
9574,c:20082,c,5650000,3,0,0,0,1,0,0,0,0,0,3341
3302,c:13555,angel,3000000,0,0,1,0,0,0,0,0,0,0,3342
4257,c:9665,f,35675638.417322834644,1,0,0,0,0,0,0,1,0,0,3343
25450,c:18483,b,1500000,0,0,0,1,0,0,0,0,0,0,3343
31880,c:33085,a,7310046,0,1,0,0,0,0,0,0,0,0,3345
13776,c:51808,b,10175000,2,0,0,1,0,0,0,0,0,0,3346
31033,c:255298,a,25500000,2,1,0,0,0,0,0,0,0,0,3347
26837,c:12315,f,35000000,7,0,0,0,0,0,0,1,0,0,3347
30510,c:148716,c,15000000,3,0,0,0,1,0,0,0,0,0,3347
22580,c:189870,seed,1503412,2,0,0,0,0,0,0,0,0,1,3347
11059,c:52243,a,5000000,1,1,0,0,0,0,0,0,0,0,3349
17092,c:37366,b,325000,1,0,0,1,0,0,0,0,0,0,3350
24975,c:227014,seed,1080001,0,0,0,0,0,0,0,0,0,1,3351
15483,c:83609,a,9900000,3,1,0,0,0,0,0,0,0,0,3353
5386,c:25247,d,6000000,7,0,0,0,0,1,0,0,0,0,3355
22730,c:191135,a,3600000,4,1,0,0,0,0,0,0,0,0,3357
5341,c:17656,c,10000000,4,0,0,0,1,0,0,0,0,0,3357
7330,c:36932,d,48000000,5,0,0,0,0,1,0,0,0,0,3359
22762,c:43523,d,35049975,3,0,0,0,0,1,0,0,0,0,3359
10714,c:16553,d,4000000,1,0,0,0,0,1,0,0,0,0,3361
23855,c:32594,e,15000000,2,0,0,0,0,0,1,0,0,0,3361
10732,c:17511,e,95000000,4,0,0,0,0,0,1,0,0,0,3361
27930,c:24638,f,15335540,3,0,0,0,0,0,0,1,0,0,3361
13199,c:13217,a,22500000,0,1,0,0,0,0,0,0,0,0,3363
7542,c:37998,a,6400000,2,1,0,0,0,0,0,0,0,0,3363
4426,c:11819,d,12900000,6,0,0,0,0,1,0,0,0,0,3366
22989,c:147257,c,20000000,2,0,0,0,1,0,0,0,0,0,3367
22994,c:70418,e,12000000,1,0,0,0,0,0,1,0,0,0,3367
8152,c:41747,b,25000000,4,0,0,1,0,0,0,0,0,0,3368
1700,c:3591,b,10000000,4,0,0,1,0,0,0,0,0,0,3370
8963,c:44612,d,10684800,0,0,0,0,0,1,0,0,0,0,3370
22992,c:52463,b,8000000,8,0,0,1,0,0,0,0,0,0,3371
18128,c:65889,a,40000000,1,1,0,0,0,0,0,0,0,0,3372
8222,c:42034,a,13500000,1,1,0,0,0,0,0,0,0,0,3372
31097,c:45421,a,31704000,0,1,0,0,0,0,0,0,0,0,3374
3792,c:10703,b,9000000,4,0,0,1,0,0,0,0,0,0,3374
14100,c:10200,c,3500000,1,0,0,0,1,0,0,0,0,0,3375
15272,c:49031,f,35675638.417322834644,1,0,0,0,0,0,0,1,0,0,3378
6923,c:34402,b,18000000,4,0,0,1,0,0,0,0,0,0,3379
4763,c:16284,f,20000000,8,0,0,0,0,0,0,1,0,0,3379
18217,c:30198,c,5000000,3,0,0,0,1,0,0,0,0,0,3379
23267,c:49993,c,18000000,5,0,0,0,1,0,0,0,0,0,3380
2598,c:8540,e,60000000,2,0,0,0,0,0,1,0,0,0,3381
9167,c:45237,c,17700000,4,0,0,0,1,0,0,0,0,0,3381
9170,c:45240,b,20000000,3,0,0,1,0,0,0,0,0,0,3382
5047,c:23973,a,10040000,1,1,0,0,0,0,0,0,0,0,3383
17093,c:37366,b,335000,1,0,0,1,0,0,0,0,0,0,3384
7181,c:36076,e,2000000,0,0,0,0,0,0,1,0,0,0,3386
3170,c:6931,d,10000000,4,0,0,0,0,1,0,0,0,0,3386
14206,c:21394,e,12600000,4,0,0,0,0,0,1,0,0,0,3387
4812,c:22987,e,12500000,3,0,0,0,0,0,1,0,0,0,3387
11410,c:37271,e,2000000,2,0,0,0,0,0,1,0,0,0,3388
7391,c:37177,d,25500000,9,0,0,0,0,1,0,0,0,0,3389
23387,c:196177,e,18142280,0,0,0,0,0,0,1,0,0,0,3390
9491,c:43995,c,4000000,3,0,0,0,1,0,0,0,0,0,3391
9717,c:46324,a,275000,0,1,0,0,0,0,0,0,0,0,3391
4831,c:3184,c,12000000,4,0,0,0,1,0,0,0,0,0,3392
4813,c:22992,d,12000000,3,0,0,0,0,1,0,0,0,0,3392
20828,c:68400,d,23500000,6,0,0,0,0,1,0,0,0,0,3396
9029,c:21307,a,8650000,2,1,0,0,0,0,0,0,0,0,3397
18440,c:15166,b,15000000,2,0,0,1,0,0,0,0,0,0,3400
9089,c:44959,a,5280000,3,1,0,0,0,0,0,0,0,0,3400
4905,c:3698,e,10000000,5,0,0,0,0,0,1,0,0,0,3400
12230,c:46351,b,6500000,2,0,0,1,0,0,0,0,0,0,3403
3624,c:15834,a,32000000,8,1,0,0,0,0,0,0,0,0,3403
8723,c:27206,a,10600000,1,1,0,0,0,0,0,0,0,0,3403
19304,c:162618,c,5500000,3,0,0,0,1,0,0,0,0,0,3404
5636,c:26565,b,10680000,6,0,0,1,0,0,0,0,0,0,3404
23642,c:67109,e,20000000,5,0,0,0,0,0,1,0,0,0,3406
23640,c:24824,c,43272900,8,0,0,0,1,0,0,0,0,0,3406
20824,c:170,d,5400000,0,0,0,0,0,1,0,0,0,0,3408
18576,c:53255,a,3000000,6,1,0,0,0,0,0,0,0,0,3409
15082,c:8533,b,10000000,0,0,0,1,0,0,0,0,0,0,3410
14460,c:75514,b,19500000,7,0,0,1,0,0,0,0,0,0,3411
4843,c:23075,b,8000000,2,0,0,1,0,0,0,0,0,0,3412
23722,c:49439,b,7000000,3,0,0,1,0,0,0,0,0,0,3414
18625,c:44380,b,18300000,1,0,0,1,0,0,0,0,0,0,3414
4981,c:23692,d,12300000,5,0,0,0,0,1,0,0,0,0,3414
27082,c:52743,a,8800000,6,1,0,0,0,0,0,0,0,0,3415
18639,c:25210,c,16500000,5,0,0,0,1,0,0,0,0,0,3415
29627,c:57132,b,30000000,2,0,0,1,0,0,0,0,0,0,3416
23780,c:27142,e,35000000,4,0,0,0,0,0,1,0,0,0,3417
4370,c:20129,e,12700000,3,0,0,0,0,0,1,0,0,0,3420
18720,c:5429,c,35000000,7,0,0,0,1,0,0,0,0,0,3421
8854,c:44113,c,6000000,7,0,0,0,1,0,0,0,0,0,3421
8713,c:24028,c,25000000,1,0,0,0,1,0,0,0,0,0,3422
23927,c:24999,e,35500000,2,0,0,0,0,0,1,0,0,0,3422
18354,c:27440,c,8864965,3,0,0,0,1,0,0,0,0,0,3423
10103,c:16142,d,12000000,3,0,0,0,0,1,0,0,0,0,3423
8882,c:44227,b,1080000,1,0,0,1,0,0,0,0,0,0,3423
18759,c:37647,f,12300000,2,0,0,0,0,0,0,1,0,0,3424
18914,c:6860,b,3340000,0,0,0,1,0,0,0,0,0,0,3424
5640,c:26572,d,8740000,4,0,0,0,0,1,0,0,0,0,3425
5684,c:23282,c,4760000,2,0,0,0,1,0,0,0,0,0,3426
24081,c:213244,a,20500000,1,1,0,0,0,0,0,0,0,0,3427
24156,c:214597,a,7000000,1,1,0,0,0,0,0,0,0,0,3428
24115,c:55138,d,15000000,5,0,0,0,0,1,0,0,0,0,3428
9123,c:32796,a,4000000,1,1,0,0,0,0,0,0,0,0,3430
10310,c:48618,a,5000000,1,1,0,0,0,0,0,0,0,0,3432
27427,c:231295,a,12500000,0,1,0,0,0,0,0,0,0,0,3432
7661,c:1402,angel,1500000,1,0,1,0,0,0,0,0,0,0,3437
23854,c:210296,seed,400000,4,0,0,0,0,0,0,0,0,1,3438
23096,c:151086,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,3439
2258,c:5378,a,16000000,3,1,0,0,0,0,0,0,0,0,3439
2976,c:9250,b,15000000,3,0,0,1,0,0,0,0,0,0,3439
8441,c:9668,c,15000000,0,0,0,0,1,0,0,0,0,0,3440
17094,c:37366,b,310000,1,0,0,1,0,0,0,0,0,0,3441
10501,c:23000,c,15000000,4,0,0,0,1,0,0,0,0,0,3441
14767,c:77968,a,1000000,1,1,0,0,0,0,0,0,0,0,3443
8756,c:43826,b,10700000,4,0,0,1,0,0,0,0,0,0,3443
24722,c:222583,c,18632754.709923664122,1,0,0,0,1,0,0,0,0,0,3444
24765,c:35437,e,45000000,1,0,0,0,0,0,1,0,0,0,3445
17095,c:37366,b,570000,1,0,0,1,0,0,0,0,0,0,3447
24877,c:225131,seed,1285997,0,0,0,0,0,0,0,0,0,1,3449
9834,c:3949,a,15000000,1,1,0,0,0,0,0,0,0,0,3449
24967,c:226916,d,3000000,0,0,0,0,0,1,0,0,0,0,3450
11073,c:757,c,30000000,2,0,0,0,1,0,0,0,0,0,3450
10593,c:23625,b,4930000,2,0,0,1,0,0,0,0,0,0,3452
30568,c:35360,d,9377769,0,0,0,0,0,1,0,0,0,0,3453
27258,c:28434,e,7655639,0,0,0,0,0,0,1,0,0,0,3453
3919,c:4179,b,17000000,4,0,0,1,0,0,0,0,0,0,3455
24982,c:218174,a,7000000,1,1,0,0,0,0,0,0,0,0,3455
10000,c:25558,c,75000000,10,0,0,0,1,0,0,0,0,0,3456
10223,c:17441,d,12000000,1,0,0,0,0,1,0,0,0,0,3456
19220,c:11600,a,25000000,2,1,0,0,0,0,0,0,0,0,3457
14983,c:48619,c,14000000,6,0,0,0,1,0,0,0,0,0,3457
15020,c:21084,b,11000000,0,0,0,1,0,0,0,0,0,0,3459
5679,c:26690,b,11894260.33982300885,0,0,0,1,0,0,0,0,0,0,3462
25281,c:231044,seed,1000000,1,0,0,0,0,0,0,0,0,1,3462
20971,c:12748,a,4300000,2,1,0,0,0,0,0,0,0,0,3462
2430,c:7286,d,10000000,2,0,0,0,0,1,0,0,0,0,3463
5487,c:3391,b,1000000,0,0,0,1,0,0,0,0,0,0,3463
2482,c:4726,a,1400000,9,1,0,0,0,0,0,0,0,0,3463
8431,c:42674,e,10000000,1,0,0,0,0,0,1,0,0,0,3464
25445,c:78918,seed,235122,0,0,0,0,0,0,0,0,0,1,3465
19380,c:16724,d,15000000,3,0,0,0,0,1,0,0,0,0,3466
8345,c:1590,b,2000000,0,0,0,1,0,0,0,0,0,0,3466
564,c:829,a,21400000,1,1,0,0,0,0,0,0,0,0,3468
4233,c:19089,a,5000000,0,1,0,0,0,0,0,0,0,0,3469
25654,c:234717,seed,200000,0,0,0,0,0,0,0,0,0,1,3470
8065,c:41270,seed,100000,1,0,0,0,0,0,0,0,0,1,3471
29325,c:6489,d,25000000,6,0,0,0,0,1,0,0,0,0,3471
19476,c:33959,b,10000000,3,0,0,1,0,0,0,0,0,0,3474
5734,c:26899,b,22000000,1,0,0,1,0,0,0,0,0,0,3476
25844,c:26807,d,43744400,5,0,0,0,0,1,0,0,0,0,3478
5752,c:161,d,35000000,1,0,0,0,0,1,0,0,0,0,3478
25955,c:16875,a,33994896,0,1,0,0,0,0,0,0,0,0,3478
26028,c:5488,d,4427813,3,0,0,0,0,1,0,0,0,0,3479
25938,c:186056,seed,20000000,0,0,0,0,0,0,0,0,0,1,3479
15275,c:10200,c,2500000,5,0,0,0,1,0,0,0,0,0,3479
12637,c:46371,b,3140000,2,0,0,1,0,0,0,0,0,0,3479
12636,c:46371,b,3140000,2,0,0,1,0,0,0,0,0,0,3479
19575,c:164567,a,5000000,1,1,0,0,0,0,0,0,0,0,3480
15282,c:79332,a,3300000,5,1,0,0,0,0,0,0,0,0,3480
19573,c:972,d,55700000,5,0,0,0,0,1,0,0,0,0,3480
9661,c:46220,c,8798583,0,0,0,0,1,0,0,0,0,0,3481
6920,c:34397,a,17400000,2,1,0,0,0,0,0,0,0,0,3482
26112,c:66843,b,23500000,2,0,0,1,0,0,0,0,0,0,3484
5515,c:14905,e,51000000,6,0,0,0,0,0,1,0,0,0,3486
2611,c:7277,a,10000000,1,1,0,0,0,0,0,0,0,0,3489
26421,c:4393,c,7000000,2,0,0,0,1,0,0,0,0,0,3490
881,c:1348,c,5000000,4,0,0,0,1,0,0,0,0,0,3491
10656,c:14009,a,3310740,1,1,0,0,0,0,0,0,0,0,3492
26573,c:34460,a,5000000,1,1,0,0,0,0,0,0,0,0,3492
8288,c:3478,e,62000000,4,0,0,0,0,0,1,0,0,0,3493
15434,c:83306,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3493
13576,c:22638,e,60000000,3,0,0,0,0,0,1,0,0,0,3495
29567,c:270382,seed,652000,0,0,0,0,0,0,0,0,0,1,3496
19779,c:14333,d,34500000,5,0,0,0,0,1,0,0,0,0,3498
26825,c:1657,f,23288886,0,0,0,0,0,0,0,1,0,0,3498
15533,c:39164,d,12000000,5,0,0,0,0,1,0,0,0,0,3499
11319,c:28316,c,4000000,0,0,0,0,1,0,0,0,0,0,3500
2691,c:9269,b,14500000,3,0,0,1,0,0,0,0,0,0,3500
5092,c:21933,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,3500
15566,c:31455,c,41000000,4,0,0,0,1,0,0,0,0,0,3501
26966,c:29366,e,167700000,2,0,0,0,0,0,1,0,0,0,3501
23867,c:742,e,8000000,5,0,0,0,0,0,1,0,0,0,3503
3457,c:422,b,4100000,5,0,0,1,0,0,0,0,0,0,3503
6619,c:25839,f,14400000,8,0,0,0,0,0,0,1,0,0,3504
27051,c:27388,c,20000000,0,0,0,0,1,0,0,0,0,0,3505
29700,c:38963,c,12658184,0,0,0,0,1,0,0,0,0,0,3506
28617,c:265002,seed,2900150,0,0,0,0,0,0,0,0,0,1,3507
11369,c:54008,e,25000000,0,0,0,0,0,0,1,0,0,0,3508
15652,c:84869,c,6300000,3,0,0,0,1,0,0,0,0,0,3508
6095,c:16477,d,2700000,3,0,0,0,0,1,0,0,0,0,3509
6032,c:14589,a,1000000,4,1,0,0,0,0,0,0,0,0,3510
27261,c:247320,seed,2959180,2,0,0,0,0,0,0,0,0,1,3512
27410,c:255182,seed,325002,0,0,0,0,0,0,0,0,0,1,3513
15679,c:55051,c,25000000,5,0,0,0,1,0,0,0,0,0,3514
11459,c:24902,c,20000000,5,0,0,0,1,0,0,0,0,0,3515
29165,c:268122,seed,15000,0,0,0,0,0,0,0,0,0,1,3516
30177,c:48619,c,4898715,0,0,0,0,1,0,0,0,0,0,3516
2786,c:22190,b,7000000,1,0,0,1,0,0,0,0,0,0,3517
27491,c:169999,c,10000000,2,0,0,0,1,0,0,0,0,0,3518
2797,c:9780,d,10000000,3,0,0,0,0,1,0,0,0,0,3518
15172,c:3627,b,16800000,1,0,0,1,0,0,0,0,0,0,3519
27526,c:22300,e,38000000,4,0,0,0,0,0,1,0,0,0,3519
5433,c:25411,b,7000000,1,0,0,1,0,0,0,0,0,0,3519
5432,c:25409,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3519
27529,c:44403,d,55000000,1,0,0,0,0,1,0,0,0,0,3519
28058,c:260707,a,51020,0,1,0,0,0,0,0,0,0,0,3520
25556,c:234035,seed,1738250,0,0,0,0,0,0,0,0,0,1,3520
9382,c:45669,b,3000000,2,0,0,1,0,0,0,0,0,0,3521
20138,c:169313,c,18632754.709923664122,0,0,0,0,1,0,0,0,0,0,3522
9697,c:28110,c,17700000,6,0,0,0,1,0,0,0,0,0,3522
15786,c:52214,f,27000000,5,0,0,0,0,0,0,1,0,0,3522
27865,c:60248,c,15000000,1,0,0,0,1,0,0,0,0,0,3526
29396,c:5621,d,3000001,0,0,0,0,0,1,0,0,0,0,3528
26651,c:37631,seed,1953038,0,0,0,0,0,0,0,0,0,1,3530
499,c:963,a,25000000,4,1,0,0,0,0,0,0,0,0,3530
6365,c:31015,b,12000000,4,0,0,1,0,0,0,0,0,0,3532
28132,c:70418,b,10000000,2,0,0,1,0,0,0,0,0,0,3533
11270,c:53684,b,13000000,13,0,0,1,0,0,0,0,0,0,3533
5427,c:25391,b,22500000,6,0,0,1,0,0,0,0,0,0,3534
31361,c:57959,e,11217807,0,0,0,0,0,0,1,0,0,0,3536
15952,c:36650,c,56000000,3,0,0,0,1,0,0,0,0,0,3537
16790,c:43516,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3537
2964,c:10967,a,1000000,0,1,0,0,0,0,0,0,0,0,3538
7403,c:1639,f,40000000,2,0,0,0,0,0,0,1,0,0,3539
9827,c:38211,d,2000000,4,0,0,0,0,1,0,0,0,0,3540
11801,c:38363,a,14000000,3,1,0,0,0,0,0,0,0,0,3543
9481,c:29451,f,7000000,5,0,0,0,0,0,0,1,0,0,3547
31108,c:326,e,34000000,7,0,0,0,0,0,1,0,0,0,3550
14724,c:29553,c,3000000,1,0,0,0,1,0,0,0,0,0,3551
28965,c:251246,seed,553238,1,0,0,0,0,0,0,0,0,1,3554
3056,c:1348,d,20000000,3,0,0,0,0,1,0,0,0,0,3555
20607,c:40655,c,62000000,2,0,0,0,1,0,0,0,0,0,3556
11937,c:18159,a,2000000,1,1,0,0,0,0,0,0,0,0,3557
6725,c:31546,e,25300000,0,0,0,0,0,0,1,0,0,0,3560
6913,c:34369,d,40000000,4,0,0,0,0,1,0,0,0,0,3561
15603,c:84581,a,2700000,4,1,0,0,0,0,0,0,0,0,3562
29313,c:24824,c,3859800,9,0,0,0,1,0,0,0,0,0,3562
3085,c:8532,b,5020000,1,0,0,1,0,0,0,0,0,0,3563
6782,c:26158,a,22500000,3,1,0,0,0,0,0,0,0,0,3566
20708,c:11600,b,25700000,3,0,0,1,0,0,0,0,0,0,3568
29644,c:20174,c,35200000,5,0,0,0,1,0,0,0,0,0,3569
9867,c:32857,a,4000000,2,1,0,0,0,0,0,0,0,0,3569
12421,c:59394,c,12000000,3,0,0,0,1,0,0,0,0,0,3572
20773,c:148716,c,2799900,4,0,0,0,1,0,0,0,0,0,3572
12510,c:21312,f,20000000,8,0,0,0,0,0,0,1,0,0,3573
3100,c:11970,angel,19242,0,0,1,0,0,0,0,0,0,0,3574
25133,c:142220,b,12000000,2,0,0,1,0,0,0,0,0,0,3575
3790,c:10703,c,3110000,4,0,0,0,1,0,0,0,0,0,3575
29794,c:22284,seed,9550000,0,0,0,0,0,0,0,0,0,1,3575
29859,c:14514,c,20000000,1,0,0,0,1,0,0,0,0,0,3576
10975,c:51821,f,3500000,2,0,0,0,0,0,0,1,0,0,3577
29927,c:49465,c,24000000,5,0,0,0,1,0,0,0,0,0,3577
28100,c:261013,seed,3500000,0,0,0,0,0,0,0,0,0,1,3578
29304,c:268855,seed,680755,0,0,0,0,0,0,0,0,0,1,3580
5311,c:25052,b,16500000,4,0,0,1,0,0,0,0,0,0,3580
3877,c:17330,d,18000000,2,0,0,0,0,1,0,0,0,0,3581
12549,c:60115,d,15000000,7,0,0,0,0,1,0,0,0,0,3584
3522,c:15405,d,19000000,3,0,0,0,0,1,0,0,0,0,3584
25971,c:236962,a,297103,0,1,0,0,0,0,0,0,0,0,3585
16473,c:51693,b,28000000,3,0,0,1,0,0,0,0,0,0,3585
19736,c:5611,e,45000000,4,0,0,0,0,0,1,0,0,0,3585
25965,c:46386,c,9000000,1,0,0,0,1,0,0,0,0,0,3586
7096,c:18345,b,5000000,1,0,0,1,0,0,0,0,0,0,3586
18731,c:44503,c,25000000,6,0,0,0,1,0,0,0,0,0,3589
30131,c:207325,b,7715000,2,0,0,1,0,0,0,0,0,0,3590
8130,c:41622,b,28000000,4,0,0,1,0,0,0,0,0,0,3590
16541,c:85218,angel,1200000,0,0,1,0,0,0,0,0,0,0,3592
6981,c:34973,c,21800000,3,0,0,0,1,0,0,0,0,0,3592
24324,c:69375,a,17776000,0,1,0,0,0,0,0,0,0,0,3593
10699,c:12560,d,7500000,1,0,0,0,0,1,0,0,0,0,3593
3241,c:13084,e,10000000,1,0,0,0,0,0,1,0,0,0,3594
30588,c:52543,c,4000000,1,0,0,0,1,0,0,0,0,0,3596
16615,c:141374,b,3100000,1,0,0,1,0,0,0,0,0,0,3599
8460,c:42796,a,3670750,1,1,0,0,0,0,0,0,0,0,3599
31879,c:33085,b,11312520,0,0,0,1,0,0,0,0,0,0,3600
21071,c:177148,c,17900000,3,0,0,0,1,0,0,0,0,0,3600
21169,c:175176,a,2200000,1,1,0,0,0,0,0,0,0,0,3600
9578,c:46059,a,2070000,2,1,0,0,0,0,0,0,0,0,3605
9878,c:46767,a,1500000,1,1,0,0,0,0,0,0,0,0,3605
28755,c:265789,seed,507000,0,0,0,0,0,0,0,0,0,1,3606
7153,c:35947,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,3608
7174,c:20156,e,20000000,8,0,0,0,0,0,1,0,0,0,3609
7180,c:36076,e,4000000,0,0,0,0,0,0,1,0,0,0,3609
26128,c:949,e,29903112.358839050132,2,0,0,0,0,0,1,0,0,0,3612
4349,c:20057,seed,5000000,1,0,0,0,0,0,0,0,0,1,3615
7244,c:13545,a,1700000,1,1,0,0,0,0,0,0,0,0,3616
31428,c:66843,b,11894260.33982300885,1,0,0,1,0,0,0,0,0,0,3616
25760,c:45622,seed,499999,0,0,0,0,0,0,0,0,0,1,3618
31554,c:282702,seed,3000000,0,0,0,0,0,0,0,0,0,1,3618
21309,c:34655,c,40300000,8,0,0,0,1,0,0,0,0,0,3618
25756,c:85026,seed,575000,0,0,0,0,0,0,0,0,0,1,3618
7634,c:38498,a,10000000,1,1,0,0,0,0,0,0,0,0,3622
9588,c:46070,b,1950000,2,0,0,1,0,0,0,0,0,0,3624
21393,c:24834,e,15300000,7,0,0,0,0,0,1,0,0,0,3624
3459,c:14893,c,8800000,4,0,0,0,1,0,0,0,0,0,3625
16847,c:38608,b,10500000,2,0,0,1,0,0,0,0,0,0,3626
12165,c:58462,b,11894260.33982300885,0,0,0,1,0,0,0,0,0,0,3626
9675,c:46243,a,4100000,1,1,0,0,0,0,0,0,0,0,3626
7370,c:37091,c,6000000,7,0,0,0,1,0,0,0,0,0,3628
12020,c:57960,d,12000000,5,0,0,0,0,1,0,0,0,0,3628
7368,c:37074,a,7500000,1,1,0,0,0,0,0,0,0,0,3629
13079,c:41311,c,8000000,1,0,0,0,1,0,0,0,0,0,3634
2854,c:4451,a,12000000,2,1,0,0,0,0,0,0,0,0,3634
27294,c:149,f,25000000,2,0,0,0,0,0,0,1,0,0,3635
25680,c:234839,seed,122368,0,0,0,0,0,0,0,0,0,1,3638
21569,c:181484,a,12000000,1,1,0,0,0,0,0,0,0,0,3639
5567,c:26019,a,32540000,1,1,0,0,0,0,0,0,0,0,3639
9882,c:46775,a,1320000,2,1,0,0,0,0,0,0,0,0,3640
21596,c:1343,c,18000000,1,0,0,0,1,0,0,0,0,0,3641
19202,c:22295,f,135000000,3,0,0,0,0,0,0,1,0,0,3641
25608,c:234426,seed,40233,0,0,0,0,0,0,0,0,0,1,3648
3967,c:17567,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,3650
3719,c:14993,c,8800000,1,0,0,0,1,0,0,0,0,0,3651
3735,c:16557,d,60000000,8,0,0,0,0,1,0,0,0,0,3652
13519,c:67809,e,17500000,5,0,0,0,0,0,1,0,0,0,3653
13869,c:23715,b,5000000,3,0,0,1,0,0,0,0,0,0,3653
14429,c:75294,seed,100000,0,0,0,0,0,0,0,0,0,1,3653
5769,c:15604,b,11000000,0,0,0,1,0,0,0,0,0,0,3653
23373,c:196038,angel,3400000,0,0,1,0,0,0,0,0,0,0,3653
13221,c:25447,d,11000000,0,0,0,0,0,1,0,0,0,0,3654
10356,c:48864,c,6600000,1,0,0,0,1,0,0,0,0,0,3654
25456,c:34651,f,271500,0,0,0,0,0,0,0,1,0,0,3655
25464,c:46260,c,10973011,0,0,0,0,1,0,0,0,0,0,3655
21756,c:25544,c,21000000,4,0,0,0,1,0,0,0,0,0,3659
3758,c:1020,c,7500000,3,0,0,0,1,0,0,0,0,0,3659
26911,c:22850,b,15000000,6,0,0,1,0,0,0,0,0,0,3660
21776,c:32236,d,5300000,7,0,0,0,0,1,0,0,0,0,3660
8680,c:25241,e,40000000,7,0,0,0,0,0,1,0,0,0,3663
7802,c:39556,e,1200000,0,0,0,0,0,0,1,0,0,0,3663
3794,c:15611,d,24000000,5,0,0,0,0,1,0,0,0,0,3664
13134,c:23425,e,2000000,4,0,0,0,0,0,1,0,0,0,3665
12261,c:26781,b,6000000,3,0,0,1,0,0,0,0,0,0,3666
25405,c:232363,seed,9287500,0,0,0,0,0,0,0,0,0,1,3667
23439,c:38058,c,50600000,2,0,0,0,1,0,0,0,0,0,3668
10284,c:48519,b,10000000,2,0,0,1,0,0,0,0,0,0,3668
